ID,Category,Subcategory,Product Name,Price
BB7813E4-FB38-4BE6-F6AC-8985B707C73F,Household Appliances,Freezer,"GE Major Appliances OPAL01GEPKT GE Profile Opal | Countertop Nugget Ice Maker, Stainless Steel Wrap with Gray Accents & LED Lighting",549
FEE30F4E-4A82-4509-176C-39B0126D8DD2,Household Appliances,Freezer,"IKICH Portable Ice Maker Machine for Countertop, Ice Cubes Ready in 6 Mins, Make 26 lbs Ice in 24 Hrs with LED Display Perfect for Parties Mixed Drinks, Electric Ice Maker 2L with Ice Scoop and Basket",129.21
3AD59C0D-3012-CCDD-D787-A26AA7BC7F23,Household Appliances,Freezer,Cooluli Mini Fridge Electric Cooler and Warmer (4 Liter / 6 Can): AC/DC Portable Thermoelectric System w/ Exclusive On the Go USB Power Bank Option (White),49.99
1547E21B-D70C-8AA8-1ACA-3F16D10D8205,Household Appliances,Freezer,"Frigidaire EFIC189-Silver Compact Ice Maker, 26 lb per Day, Silver",109.99
443CAF39-9CAC-D1A6-9422-C48C25F4DECF,Household Appliances,Freezer,"Midea WHS-65LB1 Compact Single Reversible Door Refrigerator, 1.6 Cubic Feet(0.045 Cubic Meter), Black",114.98
F0CBDF5F-49BF-6C72-4F9F-4A4295C2BE52,Household Appliances,Freezer,"Finishing Touch Flawless Mini Beauty Fridge for Makeup and Skincare, White, 4 Liter",59.99
E0F94A64-45A9-A473-68C7-FA67F1E5E789,Household Appliances,Freezer,NewAir Beverage Refrigerator Cooler with 126 Can Capacity - Mini Bar Beer Fridge with Right Hinge Glass Door - Cools to 34F - AB-1200 - Stainless Steel,258.5
3FE7CBA3-A714-02A2-2B6B-8512FF5B838F,Household Appliances,Freezer,KITCHEN BASICS 101: WR21X10208 White Refrigerator Freezer Basket Replacement for GE and Haier RF-0300-29,
D67CF95A-8B19-BC11-22A9-BC3496A59506,Household Appliances,Freezer,"RCA RFR320-B-Black-COM RFR321 Mini Refrigerator, 3.2 Cu Ft Fridge, Black, CU.FT",163.15
18F2E06B-BDAA-ED4E-1D0A-3DB6C159B773,Household Appliances,Freezer,"BLACK+DECKER BCRK25V Compact Refrigerator Energy Star Single Door Mini Fridge with Freezer, 2.5 Cubic Feet, VCM, Brushed Metal Finish",149.29
E608EE7D-9688-17BC-BAEB-B55F9909A966,Household Appliances,Freezer,"Essential Values Ice Machine Cleaner 16 fl oz, Nickel Safe Descaler | Ice Maker Cleaner Compatible with ALL Major Brands - Made in USA",
8905EDBD-E1C3-1816-DFED-EA17048D41A1,Household Appliances,Freezer,"Chefman Mini Portable Black Personal Fridge Cools Or Heats and Provides Compact Storage For Skincare, Snacks, Or 6 12oz Cans W/A Lightweight 4-liter Capacity To Take On The Go",39.99
FCDFFC0E-246E-54EB-331E-A974600CC8B1,Household Appliances,Freezer,"Coca-Cola Classic Portable 6 Can Thermoelectric Mini Fridge Cooler/Warmer, 4 L/4.2 Quarts Capacity, 12V DC/110V AC for home, dorm, car, boat, beverages, snacks, skincare, cosmetics, medication",56.8
CA3D5B30-00F5-9F53-BEF5-E23F2A7A6979,Household Appliances,Freezer,"Frigidaire Retro Bar Fridge Refrigerator with Side Bottle Opener, 3.2 cu. ft, Red",149
20442531-C845-EDE0-7B51-54D85C51EB3B,Household Appliances,Freezer,"Frigidaire EFMIS129-BLACK 6 Can Retro Mini Portable Personal Fridge/Cooler for Home, Office or Dorm, Black",38.23
2487C978-B2E0-B791-950E-35F515E44501,Household Appliances,Freezer,"Koolatron KTCF195 Chest Freezer with Adjustable Thermostat, 6.9 Cubic Foot (195 Liters) Capacity-Ideal for Large Families, Homes, Cottage, Offices or Anywhere, White",
1D08F9EF-2420-548F-6C93-A79B5114D32F,Household Appliances,Freezer,"Whynter CUF-110B Energy Star 1.1 Cubic Feet Upright Lock, Black Freezer",148.99
D026F82E-9789-C99E-103D-7BF5E69FB11C,Household Appliances,Freezer,"Frigidaire EFIC108-SILVER Counter top Portable, 26 lb per Day Ice Maker Machine, Silver",112.5
2AE873AE-3452-193C-7D58-8CBCB476E133,Household Appliances,Freezer,"Eastman 60233 PEX Pre-assembled Ice Maker Outlet Box, 1/2 Inch Crimp PEX Connection with Installed 1/4-Turn Ball Valve, White",14.24
F8724575-4099-7952-E7A8-1C179ABD70E5,Household Appliances,Freezer,"Fluidmaster 12IM72 Ice Maker Connector, Braided Steel-1/4 x 1/4"" Compression Thread, 6 Ft. (72"") Length, 6-Foot, Stainless Steel",10.66
27B3706E-2F3C-DA55-05EB-6342D259CA48,Household Appliances,Freezer,"Chefman Mini Portable Eraser Board Personal Fridge, Cools & Heats 4 Liter Capacity, Chills 6 12oz cans, 100% Freon-Free & Eco Friendly, Includes Plugs for Home Outlet & 12V Car Charger, Black",44.99
3097A50C-A3EA-886E-0294-B6572FDCD6FF,Household Appliances,Freezer,"Whynter BR-130SB Beverage Refrigerator with Internal Fan, Black/Stainless Steel",238.43
38EB11C6-2D32-F876-B0EF-875A0C22A871,Household Appliances,Freezer,Personal Chiller LED Lighted Mini Fridge (White),59.99
BA6A1AF2-AB79-FC88-AE90-742DD7AD44C4,Household Appliances,Freezer,"Midea 3.1 Cu. Ft. Compact Refrigerator, WHD-113FSS1 - Stainless Steel",233.57
A2978D15-2544-A852-E469-B068860D85FC,Computers and Electronics,Computer Audio & Video Accessories,1080P Webcam with Microphone Full HD Computer Camera for PC Desktop with Wide Angle USB Web Camera for Live Streaming Video Calling and Recording,18.99
BC04C147-D8DF-6B3C-8BE7-468BDFCC5ADC,Computers and Electronics,Computer Audio & Video Accessories,"RALENO 1080P Webcam, Dual Built-in Microphones, Full HD Video Camera for Computers PC Laptop Desktop, USB Plug and Play, Conference Video Calling, Streaming",29.99
941641FB-9124-192A-B4A9-1C16C0BAEAB5,Computers and Electronics,Computer Audio & Video Accessories,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC Input) Black,99
2474E4E9-9F98-8C37-EB3A-DBFD55D46E54,Computers and Electronics,Computer Audio & Video Accessories,"Webcam HD 1080p Web Camera, USB PC Computer Webcam with Microphone, Laptop Desktop Full HD Camera Video Webcam 110 Degree Widescreen, Pro Streaming Webcam for Recording, Calling, Conferencing, Gaming",25.99
181A5F7D-91E0-239A-5141-F1E958220B7F,Computers and Electronics,Computer Audio & Video Accessories,"Logitech HD Pro Webcam C920, 1080p Widescreen Video Calling and Recording (960-000764)",
CB5FB258-6FD1-5642-677F-2FFF8EFFEA1A,Computers and Electronics,Computer Audio & Video Accessories,"AUKEY FHD Webcam, 1080p Live Streaming Camera with Stereo Microphone, Desktop or Laptop USB Webcam for Widescreen Video Calling and Recording",39.99
1F124BFC-23E4-37D9-DC4C-F8F47BAA4868,Computers and Electronics,Computer Audio & Video Accessories,"Nulaxy C900 Webcam with Microphone & Privacy Cover, 1080P HD Streaming USB Computer Webcam, Webcam [Plug and Play] for PC Video Conferencing, Calling, Gaming, Laptop, Desktop, YouTube, Facetime",25.99
08E5E5A9-DCFD-E842-0E35-F3FC9981C44B,Computers and Electronics,Computer Audio & Video Accessories,"Webcam with Microphone, DEPSTECH 1080P HD Webcam with Auto Light Correction for Desktop/Laptop, Streaming Computer USB Web Camera for Video Conferencing, Teaching, Streaming, and Gaming",29.99
02761B47-99BD-7B6C-00B0-38C8ED699960,Computers and Electronics,Computer Audio & Video Accessories,"RALENO 1080P Webcam, Dual Built-in Microphones, Full HD Video Camera for Computers PC Laptop Desktop, USB Plug and Play, Conference Video Calling, Streaming",29.99
F9F6B7A5-3091-62F6-9FDB-F13EA3434232,Computers and Electronics,Computer Audio & Video Accessories,"wansview Webcam PC with Microphone, 1080P USB 2.0 Web Camera for Laptop, Computer, Desktop, Plug and Play, for Live Streaming, Video Chat, Conference, Recording, Online Classes, Game",29.99
286392D2-F7D6-C6C3-99A6-003F1CC25D13,Computers and Electronics,Computer Audio & Video Accessories,"Logitech BRIO Ultra HD Webcam for Video Conferencing, Recording, and Streaming - Black",199.99
E50A33EF-6E79-6477-0A45-49EDEE7B9716,Computers and Electronics,Computer Audio & Video Accessories,"Webcam with Microphone, DEPSTECH 1080P HD Webcam with Auto Light Correction for Desktop/Laptop, Streaming Computer USB Web Camera for Video Conferencing, Teaching, Streaming, and Gaming",29.99
A06A06C9-0811-8849-AE4A-ED7E9AFDCAC5,Computers and Electronics,Computer Audio & Video Accessories,PC 1080P Webcam with Mic. USB Camera for Video Calling & Recording Video Conference/Online Teaching/Business Meeting Compatible with Computer Desktop Laptop MacBook for Windows Android iOS Linux,49.98
FDE6F888-9F93-7CDD-79FA-FA55BC3D0AE6,Computers and Electronics,Computer Audio & Video Accessories,"1080P Webcam, AUSDOM AW33 Full HD Web Cam with Built-in Noise Reduction Microphone Stream USB Web Camera for Zoom Meeting, Video Conferencing, Online Work, Home, Office,YouTube, Skype, and Streaming",56.99
B20D39E6-980E-27F7-67E0-DA003DBEFBCF,Computers and Electronics,Computer Audio & Video Accessories,"Full HD Webcam 1080P,Streaming Camera,Webcam with Microphone,Wide Angle USB Computer Camera with Facial-Enhancement Technology,Web Cam for Desktop Laptop PC Mac,Video Conferencing Skype YouTube",39.98
FBDCB57A-0EA3-7853-C41C-E3DD772E5A4E,Computers and Electronics,Computer Audio & Video Accessories,"FHD Webcam 1080P, AUSDOM AW615 Computer Camera with Microphone USB Web Cam for Online Video Calling Skype YouTube Live Streaming Recording on Desktop Laptop PC Compatible with Mac Android Windows",59.99
CF749D53-FF02-5B68-38B1-900246A6864E,Computers and Electronics,Computer Audio & Video Accessories,"1080P Webcam with Microphone,Unzano Full HD Computer Camera for Streaming Conference Online Teaching, USB Web Cameras for Desktop, Mac, PC, Laptop, Zoom/Facetime/YouTube",22.99
